1969,class,1970,class,1971,class,1972,class,1973,class,1974,class,1975,class,1976,class,1977,class,1978,class,1979,class
126.839,class8,89.018,class6,101.069,class7,127.926,class8,92.003,class6,98.489,class7,110.278,class7,145.839,class16,191.539,class12,122.224,class8,175.431,class11
112.787,class8,96.641,class7,145.588,class10,152.468,class10,90.478,class6,128.155,class9,90.869,class6,135.229,class16,91.573,class6,144.269,class10,94.084,class6
184.385,class12,104.517,class7,111.742,class7,105.738,class7,144.142,class10,159.336,class10,48.611,class4,174.669,class16,131.049,class9,76.384,class5,119.234,class8
105.595,class7,95.939,class6,177.51,class12,82.034,class6,148.62,class10,91.202,class6,82.351,class6,109.209,class16,94.346,class6,78.329,class5,139.376,class9
143.096,class9,151.867,class10,133.451,class9,74.401,class5,125.652,class8,118.759,class8,97.081,class7,135.637,class16,93.898,class6,117.135,class8,116.173,class8
79.548,class5,90.455,class6,166.847,class11,166.227,class11,133.905,class9,202.607,class13,115.617,class8,106.899,class16,154.447,class10,126.651,class8,82.427,class6
113.616,class8,142.591,class9,125.268,class8,99.671,class7,130.042,class9,168.634,class11,171.904,class11,153.113,class16,77.004,class5,125.28,class8,135.352,class9
153.185,class10,117.092,class8,90.948,class6,119.413,class8,98.492,class7,120.031,class8,198.794,class13,101.546,class16,140.836,class9,89.371,class6,117.163,class8
86.505,class6,147.464,class10,112.286,class8,140.862,class9,190.692,class12,133.081,class9,133.423,class9,133.29,class16,94.401,class6,193.142,class13,140.707,class9
142.696,class9,146.795,class10,77.48,class5,159.675,class10,146.622,class10,115.164,class8,78.268,class5,152.882,class16,127.784,class8,122.652,class8,74.614,class5
180.437,class12,123.444,class8,126.846,class8,126.58,class8,90.525,class6,108.544,class7,113.646,class8,74.602,class16,112.763,class8,103.872,class7,116.67,class8
95.714,class6,154.419,class10,114.445,class8,93.493,class6,106.36,class7,129.308,class9,75.838,class5,125.893,class16,102.17,class7,129.447,class9,128.671,class9
96.043,class7,132.274,class9,107.001,class7,76.459,class5,87.893,class6,169.898,class11,117.256,class8,96.946,class16,114.152,class8,159.636,class10,131.447,class9
130.969,class9,85.226,class6,76.446,class5,127.195,class8,121.058,class8,95.532,class6,138.953,class9,126.052,class16,128.582,class9,107.765,class7,123.264,class8
105.345,class7,136.929,class9,113.152,class8,118.756,class8,131.057,class9,124.894,class8,116.056,class8,161.609,class16,99.857,class7,141.685,class9,116.909,class8
160.489,class11,76.361,class5,84.977,class6,123.722,class8,87.494,class6,135.339,class9,110.528,class7,108.439,class16,146.325,class10,151.79,class10,145.47,class10
140.247,class9,119.731,class8,100.802,class7,118.467,class8,160.303,class11,177.466,class12,100.28,class7,115.149,class16,74.83,class5,82.022,class6,138.024,class9
113.257,class8,137.437,class9,108.886,class7,154.222,class10,121.095,class8,74.062,class5,117.314,class8,70.907,class16,126.041,class8,94.642,class6,114.992,class8
124.77,class8,128.193,class9,113.257,class8,83.062,class6,81.562,class6,135.165,class9,120.765,class8,114.32,class16,127.74,class8,92.358,class6,148.108,class10
181.08,class12,107.189,class7,76.262,class5,90.653,class6,138.083,class9,134.04,class9,119.392,class8,95.097,class16,109.548,class7,201.885,class13,86.285,class6
121.548,class8,110.82,class7,100.37,class7,91.435,class6,80.314,class6,140.86,class9,98.377,class7,90.556,class16,108.982,class7,138.436,class9,138.856,class9
129.034,class9,125.519,class8,97.44,class7,96.883,class7,172.472,class11,112.545,class8,177.068,class12,176.448,class16,171.768,class11,78.143,class5,115.374,class8
124.222,class8,127.714,class8,128.471,class9,125.047,class8,187.563,class12,82.904,class6,81.115,class6,128.235,class16,122.922,class8,92.846,class6,76.344,class5
124.401,class8,86.402,class6,165.239,class11,100.356,class7,169.688,class11,69.72,class5,98.315,class7,113.963,class16,199.408,class13,133.867,class9,103.557,class7
130.262,class9,81.347,class6,133.067,class9,165.376,class11,121.833,class8,130.938,class9,117.312,class8,96.133,class16,120.737,class8,69.427,class5,90.259,class6
87.513,class6,141.704,class9,89.07,class6,117.483,class8,148.536,class10,114.31,class8,114.849,class8,95.761,class16,149.067,class10,75.958,class5,124.87,class8
142.321,class9,83.553,class6,75.674,class5,147.103,class10,111.853,class7,162.989,class11,116.29,class8,81.801,class16,147.884,class10,183.88,class12,130.689,class9
97.056,class7,135.278,class9,111.423,class7,89.711,class6,144.549,class10,134.404,class9,139.07,class9,132.849,class16,70.936,class5,111.18,class7,122.996,class8
135.347,class9,141.765,class9,176.741,class12,131.61,class9,129.006,class9,145.25,class10,116.446,class8,105.715,class16,87.856,class6,197.674,class13,96.476,class7
175.319,class11,97.413,class7,190.355,class12,134.437,class9,75.234,class5,121.916,class8,153.693,class10,117.36,class16,165.885,class11,128.183,class9,89.53,class6
131.797,class9,156.288,class10,86.615,class6,134.901,class9,142.875,class9,140.419,class9,101.131,class7,159.222,class16,79.566,class5,127.231,class8,134.05,class9
115.474,class8,107.057,class7,147.477,class10,96.541,class7,97.698,class7,131.748,class9,142.415,class9,101.663,class16,78.012,class5,140.504,class9,116.543,class8
77.471,class5,98.323,class7,126.75,class8,82.569,class6,135.438,class9,109.647,class7,94.409,class6,165.048,class16,110.388,class7,120.931,class8,92.644,class6
96.858,class7,121.085,class8,92.68,class6,105.058,class7,125.422,class8,90.697,class6,141.933,class9,166.112,class16,112.26,class8,78.636,class5,124.402,class8
107.086,class7,127.861,class8,94.379,class6,165.511,class11,124.01,class8,93.576,class6,121.902,class8,139.71,class16,111.215,class7,141.645,class9,105.249,class7
136.948,class9,117.356,class8,104.066,class7,114.931,class8,82.698,class6,148.603,class10,148.143,class10,111.798,class16,179.173,class12,80.146,class6,156.689,class10
111.545,class7,103.749,class7,146.932,class10,167.104,class11,85.358,class6,132.363,class9,165.65,class11,180.236,class16,136.382,class9,165.975,class11,97.417,class7
81.261,class6,117.939,class8,145.331,class10,146.764,class10,116.612,class8,180.138,class12,141.543,class9,179.329,class16,126.43,class8,123.76,class8,122.994,class8
83.841,class6,120.155,class8,171.846,class11,147.748,class10,100.371,class7,117.11,class8,132.817,class9,131.21,class16,135.511,class9,144.185,class10,154.101,class10
112.42,class8,134.714,class9,168.877,class11,115.273,class8,150.118,class10,87.007,class6,100.098,class7,73.238,class16,100.382,class7,111.638,class7,144.893,class10
132.464,class9,110.827,class7,127.788,class8,129.056,class9,150.236,class10,139.992,class9,160.168,class11,79.158,class16,91.548,class6,95.007,class6,75.276,class5
83.971,class6,100.976,class7,114.979,class8,121.178,class8,126.12,class8,129.431,class9,91.359,class6,81.017,class16,133.336,class9,106.697,class7,170.145,class11
109.545,class7,74.182,class5,125.335,class8,94.973,class6,125.458,class8,108.158,class7,134.605,class9,168.949,class16,164.97,class11,142.173,class9,128.584,class9
109.785,class7,94.157,class6,144.158,class10,75.856,class5,118.959,class8,82.172,class6,162.591,class11,108.21,class16,88.791,class6,122.962,class8,107.136,class7
107.038,class7,76.51,class5,112.478,class8,144.968,class10,139.449,class9,145.198,class10,96.512,class7,124.196,class16,92.849,class6,142.753,class9,75.354,class5
93.08,class6,132.071,class9,105.029,class7,173.329,class11,112.757,class8,170.406,class11,120.539,class8,110.328,class16,123.921,class8,88.818,class6,162.321,class11
90.644,class6,127.184,class8,95.462,class6,143.686,class9,120.194,class8,153.002,class10,149.257,class10,116.069,class16,90.802,class6,144.483,class10,80.758,class6
129.81,class9,91.708,class6,79.404,class5,124.765,class8,133.356,class9,132.802,class9,94.36,class6,122.14,class16,93.787,class6,155.838,class10,76.846,class5
113.403,class8,112.288,class8,85.062,class6,112.988,class8,157.523,class10,133.59,class9,77.556,class5,108.906,class16,110.926,class7,91.541,class6,106.892,class7
71.559,class5,123.365,class8,116.09,class8,149.346,class10,100.664,class7,133.441,class9,129.995,class9,154.309,class16,118.284,class8,109.532,class7,197.265,class13
101.211,class7,94.141,class6,119.808,class8,78.875,class5,148.799,class10,82.366,class6,94.027,class6,203.092,class16,96.387,class7,86.3,class6,104.851,class7
82.394,class6,88.407,class6,127.915,class8,78.703,class5,101.261,class7,146.156,class10,136.88,class9,146.002,class16,123.381,class8,175.253,class11,147.681,class10
134.478,class9,132.619,class9,179.224,class12,115.425,class8,144.678,class10,111.345,class7,134.248,class9,165.22,class16,147.388,class10,61.058,class4,77.802,class5
142.872,class9,114.246,class8,114.828,class8,94.208,class6,128.774,class9,126.377,class8,132.243,class9,80.999,class16,127.607,class8,125.018,class8,132.27,class9
128.711,class9,112.832,class8,93.232,class6,98.558,class7,177.823,class12,135.73,class9,100.762,class7,104.029,class16,92.017,class6,83.848,class6,117.282,class8
138.923,class9,131.846,class9,80.178,class6,88.699,class6,77.279,class5,93.332,class6,130.308,class9,119.41,class16,76.545,class5,95.241,class6,126.106,class8
88.557,class6,128.313,class9,190.203,class12,133.855,class9,164.707,class11,122.321,class8,157.766,class10,106.7,class16,118.921,class8,118.102,class8,161.852,class11
105.37,class7,91.853,class6,84.78,class6,75.168,class5,71.747,class5,102.194,class7,88.746,class6,158.917,class16,143.221,class9,183.93,class12,104.036,class7
109.312,class7,124.721,class8,98.02,class7,110.438,class7,81.198,class6,143.951,class9,117.623,class8,167.393,class16,106.243,class7,110.251,class7,134.932,class9
167.461,class11,140.519,class9,137.773,class9,84.699,class6,122.923,class8,165.298,class11,134.989,class9,129.401,class16,106.388,class7,122.26,class8,128.166,class9
78.919,class5,145.881,class10,147.849,class10,97.906,class7,88.295,class6,169.046,class11,128.026,class9,139.385,class16,93.026,class6,125.144,class8,65.611,class5
145.808,class10,79.115,class5,176.877,class12,78.467,class5,71.811,class5,69.08,class5,121.147,class8,138.601,class16,116.642,class8,135.859,class9,120.182,class8
155.462,class10,81.431,class6,109.523,class7,158.678,class10,113.35,class8,120.126,class8,105.831,class7,73.24,class16,122.998,class8,123.982,class8,101.4,class7
114.794,class8,102.292,class7,87.237,class6,79.789,class5,113.102,class8,129.048,class9,128.841,class9,120.503,class16,90.102,class6,63.541,class4,122.952,class8
117.185,class8,78.589,class5,108.418,class7,90.742,class6,95.407,class6,133.614,class9,105.461,class7,77.208,class16,114.765,class8,89.224,class6,91.738,class6
112.524,class8,88.481,class6,111.027,class7,147.556,class10,139.441,class9,159.144,class10,137.65,class9,124.105,class16,136.76,class9,89.957,class6,132.207,class9
130.404,class9,96.962,class7,102.468,class7,95.605,class6,154.06,class10,122.707,class8,158.644,class10,74.333,class16,144.004,class10,74.472,class5,83.341,class6
202.106,class13,112.76,class8,116.229,class8,120.617,class8,118.276,class8,90.915,class6,104.108,class7,102.935,class16,106.742,class7,112.599,class8,118.413,class8
95.872,class6,135.725,class9,130.375,class9,116.903,class8,134.881,class9,121.878,class8,99.753,class7,153.334,class16,118.966,class8,120.185,class8,162.394,class11
90.266,class6,88.1,class6,96.65,class7,145.112,class10,100.397,class7,91.96,class6,104.637,class7,123.924,class16,115.856,class8,127.794,class8,95.215,class6
121.56,class8,94.356,class6,154.723,class10,96.481,class7,139.14,class9,128.315,class9,79.195,class5,106.013,class16,131.079,class9,198.764,class13,105.079,class7
128.977,class9,148.191,class10,100.891,class7,138.362,class9,133.606,class9,121.619,class8,95.475,class6,97.621,class16,172.266,class11,87.313,class6,107.514,class7
122.668,class8,86.263,class6,127.123,class8,103.955,class7,178.161,class12,141.212,class9,112.974,class8,135.132,class16,111.894,class7,117.772,class8,151.569,class10
90.719,class6,158.423,class10,127.552,class8,86.634,class6,100.412,class7,140.825,class9,104.753,class7,169.449,class16,117.155,class8,143.367,class9,123.599,class8
121.339,class8,134.144,class9,109.124,class7,178.132,class12,173.004,class11,150.088,class10,172.317,class11,136.054,class16,106.948,class7,142.663,class9,166.401,class11
95.829,class6,109.893,class7,96.957,class7,106.636,class7,135.888,class9,139.692,class9,80.686,class6,128.993,class16,89.366,class6,114.295,class8,123.59,class8
123.509,class8,179.7,class12,134.652,class9,109.225,class7,142.47,class9,147.009,class10,99.648,class7,135.212,class16,129.381,class9,112.947,class8,143.452,class9
92.212,class6,96.252,class7,148.192,class10,75.317,class5,146.773,class10,49.947,class4,125.306,class8,159.461,class16,132.491,class9,111.279,class7,79.843,class5
176.044,class12,96.974,class7,135.26,class9,108.501,class7,83.019,class6,83.579,class6,136.528,class9,100.591,class16,109.597,class7,127.142,class8,130.444,class9
109.752,class7,174.073,class11,91.249,class6,132.035,class9,92.715,class6,92.005,class6,130.557,class9,163.942,class16,99.239,class7,129.911,class9,136.714,class9
106.23,class7,148.307,class10,134.959,class9,173.884,class11,140.945,class9,126.718,class8,136.75,class9,82.946,class16,145.102,class10,165.098,class11,109.01,class7
188.908,class12,81.52,class6,119.463,class8,137.981,class9,145.754,class10,124.34,class8,99.96,class7,122.846,class16,103.039,class7,104.786,class7,120.605,class8
83.025,class6,97.869,class7,99.597,class7,81.772,class6,106.968,class7,141.02,class9,95.092,class6,67.253,class16,156.441,class10,141.899,class9,117.676,class8
93.83,class6,148.598,class10,98.931,class7,119.295,class8,109.94,class7,135.113,class9,105.711,class7,86.189,class16,175.192,class11,125.161,class8,122.525,class8
103.579,class7,105.355,class7,122.83,class8,97.447,class7,119.199,class8,82.755,class6,70.117,class5,126.308,class16,88.662,class6,119.777,class8,121.154,class8
132.542,class9,97.164,class7,158.786,class10,81.574,class6,127.748,class8,77.815,class5,76.081,class5,77.685,class16,137.039,class9,102.942,class7,107.562,class7
203.126,class13,69.615,class5,103.847,class7,134.099,class9,107.313,class7,119.617,class8,122.677,class8,99.273,class16,98.159,class7,137.707,class9,165.592,class11
80.642,class6,105.916,class7,79.222,class5,97.264,class7,137.787,class9,126.321,class8,111.694,class7,66.549,class16,94.973,class6,96.014,class7,76.035,class5
134.824,class9,92.653,class6,101.099,class7,109.925,class7,117.341,class8,114.619,class8,133.877,class9,144.554,class16,120.706,class8,118.857,class8,125.309,class8
82.423,class6,122.858,class8,121.92,class8,107.438,class7,127.732,class8,116.711,class8,76.941,class5,101.526,class16,117.208,class8,157.695,class10,127.302,class8
106.602,class7,119.443,class8,148.399,class10,114.175,class8,78.934,class5,112.946,class8,99.326,class7,106.018,class16,139.418,class9,130.356,class9,139.135,class9
113.361,class8,78.296,class5,150.017,class10,152.105,class10,107.636,class7,130.881,class9,100.792,class7,88.132,class16,142.324,class9,119.293,class8,103.174,class7
87.607,class6,185.963,class12,108.317,class7,142.018,class9,167.77,class11,99.365,class7,119.016,class8,94.166,class16,132.245,class9,93.007,class6,130.777,class9
